order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,delivered,09-03-18 14:50,09-03-18 15:40,15-03-18 0:31,03-04-18 13:28,02-04-18 0:00
a685d016c8a26f71a0bb67821070e398,911e4c37f5cafe1604fe6767034bf1ae,delivered,13-03-17 18:14,13-03-17 18:14,22-03-17 14:03,06-04-17 13:37,30-03-17 0:00
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,13-06-17 21:11,15-06-17 3:05,16-06-17 14:55,19-06-17 18:51,06-07-17 0:00
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,delivered,30-11-17 22:02,02-12-17 2:51,04-12-17 22:07,05-12-17 20:28,18-12-17 0:00
f346ad4ee8f630e5e4ddaf862a34e6dd,dd5095632e3953fc0947b8ab5176b0be,delivered,05-08-18 13:09,05-08-18 13:24,06-08-18 13:41,10-08-18 18:35,15-08-18 0:00
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,15-11-17 11:31,15-11-17 11:46,16-11-17 22:03,22-11-17 22:41,05-12-17 0:00
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,delivered,19-02-18 20:31,21-02-18 6:15,22-02-18 21:04,09-03-18 22:22,13-03-18 0:00
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,22-04-18 8:48,24-04-18 18:25,23-04-18 19:19,24-04-18 19:31,15-05-18 0:00
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,07-01-18 21:44,07-01-18 21:51,10-01-18 21:56,17-01-18 20:26,14-02-18 0:00
686541986ecfb7d9296eb67719973bf0,74805bc388861fa350ed2fade8444e0b,delivered,10-02-18 13:26,10-02-18 13:35,14-02-18 20:47,20-02-18 22:13,12-03-18 0:00
68e48e68da1f50f7c5838ea75e3a20dd,4afc1dcca5fe8926fc97d60a4497f8ab,delivered,18-06-18 16:02,18-06-18 17:00,19-06-18 15:55,22-06-18 21:18,13-07-18 0:00
b52cc4919de82b4d696a4380d10804a3,be8c14c16a4d47194ccdfe10f1fc5b1a,delivered,13-06-18 13:47,15-06-18 2:37,15-06-18 14:22,18-06-18 22:32,26-06-18 0:00
fdf128b3630c21adc9ca4fb8a51b68ec,a9d37ddc8ba4d9f6dbac7d8ec378cc95,delivered,15-07-18 8:33,16-07-18 14:31,17-07-18 15:33,24-07-18 16:41,02-08-18 0:00
a6aeb116d2cb5013eb8a94585b71ffef,bb2f5e670f7155dc622c57e4b31d0a69,delivered,13-09-17 14:27,13-09-17 14:44,15-09-17 18:42,16-09-17 15:40,25-09-17 0:00
fa516182d28f96f5f5c651026b0749ee,55e6b290205c84ddd23ddf5eb134efd4,delivered,13-04-18 8:44,13-04-18 13:30,13-04-18 22:19,19-04-18 20:41,08-05-18 0:00
6abaad69b8b349c3a529b4b91ce18e46,f5618502bee8eafdee72fb6955e2ebdf,delivered,15-02-18 10:33,15-02-18 10:47,20-02-18 14:15,24-02-18 19:15,07-03-18 0:00
974c1993ab8024d3ed16229183c2308d,a90391a47de936d56c66a5366cba1462,delivered,20-02-17 11:45,22-02-17 3:10,23-02-17 6:47,09-03-17 14:27,21-03-17 0:00
82bce245b1c9148f8d19a55b9ff70644,388025bec8128ff20ec1a316ed4dcf02,delivered,20-04-17 17:15,21-04-17 5:15,24-04-17 9:34,10-05-17 9:17,12-05-17 0:00
a910f58086d58b3ae6f37aa712d377b9,afb19a4b667cb708caab312757ec3d3f,delivered,15-09-17 9:19,15-09-17 9:35,18-09-17 18:20,25-09-17 20:14,11-10-17 0:00
bd4bd0194d6d29f83b8557d4b89b572a,636e15840ab051faa13d3f781b6e4233,delivered,28-07-18 16:52,31-07-18 3:50,01-08-18 16:01,06-08-18 18:44,08-08-18 0:00
634e8f4c0f6744a626f77f39770ac6aa,05e996469a2bf9559c7122b87e156724,delivered,09-08-17 18:32,09-08-17 18:45,10-08-17 20:21,16-08-17 18:17,31-08-17 0:00
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,delivered,26-08-18 22:04,28-08-18 4:10,28-08-18 12:56,29-08-18 12:40,30-08-18 0:00
b8801cccd8068de30112e4f49903d74a,f26a435864aebedff7f7c84f82ee229f,delivered,30-07-17 3:06,30-07-17 3:25,31-07-17 16:42,01-08-17 14:27,16-08-17 0:00
2711a938db643b3f0b62ee2c8a2784aa,29cb486c739f9774c8eb542e07b56cd2,delivered,22-12-17 0:17,23-12-17 2:15,27-12-17 19:54,09-01-18 19:52,19-01-18 0:00
3bc77ce8be27211bac313c2daa402d1a,bf141bf67fbe428d558bcf0e018eab60,delivered,06-04-17 22:39,06-04-17 22:50,07-04-17 14:54,11-04-17 12:31,27-04-17 0:00
10c320f977c6a18f91b2d14be13128c6,b673f0597cb0c4d12778f731045f361a,delivered,09-05-17 20:48,09-05-17 21:02,10-05-17 11:22,18-05-17 13:22,01-06-17 0:00
0a4a2fccb27bd83a892fa503987a595b,6772a0a230a2667d16c3620f000e1348,delivered,20-04-17 20:42,20-04-17 20:55,25-04-17 8:23,11-05-17 13:07,25-05-17 0:00
e4de6d53ecff736bc68804b0b6e9f635,9f6618c17568ac301465fe7ad056c674,delivered,16-10-17 14:56,17-10-17 3:49,27-10-17 22:14,08-11-17 21:25,21-11-17 0:00
6b860b35691d486e45dc98e3514ec5f6,fee181bf648906d1c57f84f216976286,delivered,08-12-17 9:42,09-12-17 2:49,11-12-17 15:19,19-12-17 18:43,03-01-18 0:00
ec341c54a5ebf8ee0a67a8632aa7579b,df9b032b2ad0fd6bf37dfb48e5f83845,delivered,26-08-17 16:53,27-08-17 17:04,30-08-17 13:26,08-09-17 20:39,21-09-17 0:00
cadbb3657dac2dbbd5b84b12e7b78aad,93ada7a24817edda9f4ab998fa823d16,delivered,27-02-18 12:55,01-03-18 2:48,03-03-18 2:27,16-03-18 14:59,29-03-18 0:00
9defaf92cff22420e4e8ef7784815a55,64fb950e760ec8b0db79154a1fa9c1bf,delivered,11-05-18 13:10,11-05-18 13:36,16-05-18 14:43,21-05-18 16:09,05-06-18 0:00
20e0101b20700188cadb288126949685,48558a50a7ba1aab61891936d2ca7681,delivered,22-01-18 19:22,22-01-18 19:36,24-01-18 23:32,15-02-18 20:08,19-02-18 0:00
0e782c3705510e717d28907746cbda82,3a897024068ed42a183de61d5727d866,delivered,01-05-18 8:12,01-05-18 8:52,02-05-18 19:01,04-05-18 14:02,16-05-18 0:00
d3d6788577c9592da441752e8a1dd5e3,8628fac2267e8c8804525da99c10ed0e,delivered,19-09-17 22:17,20-09-17 7:55,22-09-17 17:23,10-10-17 18:43,13-10-17 0:00
86f21bf63784876b9fd6d35f46581d72,332df68ccac2f2f7d9e11299188f8bce,delivered,11-04-18 22:32,11-04-18 22:49,14-04-18 0:02,27-04-18 23:14,21-05-18 0:00
8447ff843b2616c50c0ced28ab1dae03,e28dd4261bed9c7ba89ecaf411b88f7c,delivered,20-12-17 23:45,22-12-17 2:37,23-12-17 13:10,09-01-18 18:14,22-01-18 0:00
f169bd689fb8b32ccd62df9050aebc0b,82f0b75bb50fcb30711e5277e36b3983,delivered,22-04-18 23:23,24-04-18 19:24,27-04-18 13:46,30-04-18 17:57,07-05-18 0:00
77e9941864fc840be8e4b1ba5347c0f7,3135962ee745ef39b85576df7ddbaa99,delivered,03-08-18 8:59,03-08-18 9:31,03-08-18 10:10,17-08-18 0:49,27-08-18 0:00
41bb5cee06dbf170878a9ef93ac7e7f5,1833a0540067becaf59368fe4cd4303a,delivered,14-05-18 8:35,14-05-18 8:52,16-05-18 14:46,18-05-18 14:48,08-06-18 0:00
6a0a8bfbbe700284feb0845d95e0867f,68451b39b1314302c08c65a29f1140fc,delivered,22-11-17 11:32,22-11-17 11:46,27-11-17 13:39,28-12-17 19:43,11-12-17 0:00
f7959f8385f34c4f645327465a1c9fc4,0bf19317b1830a69e55b40710576aa7a,delivered,30-03-17 7:50,30-03-17 8:05,30-03-17 10:55,10-04-17 2:59,26-04-17 0:00
23f553848a03aaab35bb3f9f87725125,c622b892a190735ef81c0087973fa16d,delivered,05-06-18 9:10,05-06-18 9:32,06-06-18 15:37,18-06-18 12:36,23-07-18 0:00
e3447938231fb6ba2fee0231b51eca59,2c3642e1392097fb4af76a76fec16a46,delivered,26-08-18 11:04,26-08-18 11:15,27-08-18 15:52,28-08-18 21:06,30-08-18 0:00
e346cd9299371b18c0b28e8e29a5e376,fb9590a1e30e0ba8304ea73a31325797,delivered,17-05-17 8:36,17-05-17 8:45,17-05-17 10:13,23-05-17 13:32,06-06-17 0:00
a5474c0071dd5d1074e12d417078bbd0,ef15b3240b2083e0487762ee2978d2b8,delivered,30-07-18 22:41,01-08-18 2:50,02-08-18 10:35,03-08-18 19:28,02-08-18 0:00
0760a852e4e9d89eb77bf631eaaf1c84,d2a79636084590b7465af8ab374a8cf5,invoiced,03-08-18 17:44,07-08-18 6:15,,,21-08-18 0:00
bb7c5cf4dff9994daeab7c8ee9d287aa,9a4900710ff76d73cb3a0d152e73adf0,delivered,01-03-18 22:14,02-03-18 22:08,05-03-18 17:32,09-03-18 14:48,26-03-18 0:00
66d03fb3c4b0f80b5db04ef9c260336d,c39bde0d4030d5e31e654f0c20db9786,delivered,06-02-18 21:09,06-02-18 21:29,07-02-18 17:13,16-02-18 20:24,07-03-18 0:00
a6cd683d4bd3b9b1f0aa37b27f8116d3,48f239e15744ed5e7ffbafc6bb6e882b,delivered,28-01-17 23:45,29-01-17 1:31,01-02-17 14:25,10-02-17 17:30,10-03-17 0:00
bfe42c22ecbf90bc9f35cf591270b6a7,803ac05904124294f8767894d6da532b,delivered,27-01-18 22:04,27-01-18 22:16,03-02-18 3:56,09-02-18 20:16,26-02-18 0:00
e1da8361c76cab67aa3588a1fbf1af54,dd854e24b40e3bc2b306946dee252015,delivered,01-07-17 15:42,04-07-17 4:10,04-07-17 14:52,12-07-17 20:17,25-07-17 0:00
af5b0604e113e1526593d505a26ef39d,b896b244963dc7543d400ad82d6710e0,delivered,27-09-17 12:07,27-09-17 12:26,29-09-17 22:25,30-09-17 17:13,16-10-17 0:00
9d531c565e28c3e0d756192f84d8731f,d4faa220408c20e53595d2950f361f3b,delivered,28-11-17 21:00,01-12-17 9:31,14-12-17 20:37,23-01-18 21:38,22-12-17 0:00
4da3bd761ca73d692ae0f5c252495546,65ee4aa816cda8ad41e05c75e1cb691e,delivered,01-02-18 12:31,01-02-18 12:54,02-02-18 0:39,02-02-18 16:12,19-02-18 0:00
80d817467dc3d0a4bb5ab8986c962b1f,a4a2abd07b1cdd4902cf245cdfa1451d,delivered,22-08-18 16:10,22-08-18 16:25,23-08-18 14:33,28-08-18 14:52,05-09-18 0:00
c75acba615d2db29345327974641467d,2b47ff70d422cc3ada976dea40f48782,delivered,06-07-18 23:36,07-07-18 10:10,10-07-18 14:25,13-07-18 17:18,10-08-18 0:00
210e60465099814a1d2c7635e4065153,fc849c5fbc7e2b0c7cfebc138886c693,delivered,09-05-18 18:27,09-05-18 18:54,10-05-18 16:07,22-05-18 0:08,29-05-18 0:00
8fc207e94fa91a7649c5a5dab690272a,c69f8b33e62ecb30ff78ae46d7fb9241,delivered,26-11-17 17:49,26-11-17 17:58,28-11-17 23:17,20-01-18 13:42,19-12-17 0:00
4b3a605942f29d490cb74bd6ace6b9f0,e8a332c3433fbd37920ec89fc295d075,delivered,29-09-17 9:32,29-09-17 9:44,29-09-17 21:58,30-09-17 16:55,17-10-17 0:00
1c35ac660d7ef6691b25d20df3d6eccb,68c85132eb3b96fbe6cbddc09a568d24,delivered,27-06-17 23:11,27-06-17 23:35,28-06-17 14:28,29-06-17 10:16,10-07-17 0:00
01a75ac3dd000b7628a684be97c29234,57ee2ef64f17a5f9a4bf30489b06326c,delivered,23-01-18 10:32,23-01-18 10:59,26-01-18 19:12,07-02-18 14:59,21-02-18 0:00
0c6b011f8a4f87010c23995f5807d152,a78b75a2ad06180de06b82857ca442b3,delivered,20-08-18 18:24,20-08-18 18:35,21-08-18 11:53,28-08-18 13:43,13-09-18 0:00
ee0c5c649e17808bc4a363d3a80ebf85,cc3590e4afbb4b3e056b50a80a6a7d0c,delivered,30-01-18 7:51,30-01-18 8:13,31-01-18 15:06,20-02-18 15:25,21-02-18 0:00
f2fa3795760c35b8c05fa8e2f09d5143,fac60d7c4df3896a5af5db6c91e03797,delivered,31-03-18 14:20,03-04-18 5:10,05-04-18 0:44,07-04-18 0:06,04-05-18 0:00
3923e3ade70348985bd2ca389905cf19,6454e6cba392b35aa21527063026fc92,delivered,07-03-18 23:00,09-03-18 3:00,14-03-18 2:08,19-03-18 18:46,29-03-18 0:00
e37797aedc7cd4ef82278fbc169eecaf,4c9c7c2b6de6ee2568681b5599bb7495,delivered,08-05-18 22:12,08-05-18 22:31,10-05-18 13:35,14-05-18 18:55,23-05-18 0:00
35660aec0cc42b6257e24281ee0e6255,b53cc3c992caaa45ec73cfdde4d839b5,delivered,30-03-17 14:46,30-03-17 14:55,10-04-17 18:53,27-04-17 11:08,12-05-17 0:00
b01875821b8dcb6abc61776f0f971bce,818596f5b68adfe2c11498ebb6d39e02,delivered,24-11-17 21:55,25-11-17 1:31,28-11-17 22:37,01-12-17 21:11,15-12-17 0:00
5164933efe0cd14f31424b9badf81f19,d0e71d7a6dbca8ac513ac63d08a81fa0,delivered,25-04-18 22:18,25-04-18 22:31,26-04-18 12:35,27-04-18 16:50,14-05-18 0:00
06a6627d9cc91a04e9d146bf65fee0a2,61449fa1b8b8998c9c3f3a7f0ae954ef,delivered,16-07-17 10:27,16-07-17 10:35,18-07-17 12:34,21-07-17 19:59,04-08-17 0:00
15bed8e2fec7fdbadb186b57c46c92f2,f3f0e613e0bdb9c7cee75504f0f90679,processing,03-09-17 14:22,03-09-17 14:30,,,03-10-17 0:00
5447160f15621601fa9ba2b94f4906b3,9c338ea8093192e203bc16add78c123c,delivered,21-11-17 12:08,21-11-17 12:40,22-11-17 20:17,28-11-17 20:33,14-12-17 0:00
01855f880aae9a984c7c33b26fcf2e02,2e068340b3037f667ce3224bd59260af,delivered,19-10-17 15:08,19-10-17 15:35,23-10-17 13:14,24-10-17 15:57,31-10-17 0:00
65312c6e4ce03c0fb633a4ac541949d8,228da462edabbbc68e6d265087499705,delivered,22-07-18 15:19,23-07-18 12:32,25-07-18 10:06,02-08-18 21:08,13-08-18 0:00
741fd1b80f015f170a7f458cf86769b8,df5c9e02596851fcbfc98804e4108bbd,delivered,02-12-17 14:28,02-12-17 14:38,04-12-17 21:54,11-12-17 16:17,04-01-18 0:00
b16cec67cb3f5a4bb31abe8988b43d19,62ffae18a7ca4b2e681c6296180ae346,delivered,26-03-18 9:14,26-03-18 9:28,27-03-18 17:21,29-03-18 20:08,20-04-18 0:00
e6190dea235662449d160357e46eaec8,b80feb27fb4955a21bca55fdb039af17,delivered,09-01-18 6:37,09-01-18 7:27,09-01-18 18:35,15-01-18 14:56,06-02-18 0:00
8eeda294fab8a5ed70259afb59a10ff8,6feea03756fd7ef4fb37d8f7e44aaeb9,delivered,06-02-18 18:25,07-02-18 2:35,07-02-18 22:15,14-02-18 19:07,08-03-18 0:00
89165e6d4c28047da0adf13ac8b3e1b3,4924a47e8cd5630b3564e26fac55c5ec,delivered,18-07-18 13:39,18-07-18 13:50,24-07-18 14:14,26-07-18 18:26,30-07-18 0:00
f376081d7c5f1767fbc7fae2d19ca32e,d68901955dc622165460ba6cb4ac49f3,delivered,28-03-17 16:03,28-03-17 16:15,29-03-17 13:23,31-03-17 10:07,17-04-17 0:00
4b87488fb6269f8321508923b95da4d6,e42998ccffc48dc87bf70b37e2d61f33,delivered,08-06-18 12:19,08-06-18 12:37,11-06-18 8:23,15-06-18 20:58,05-07-18 0:00
e9ce52cd563d0124dced659e69eab10a,9a80c8377644236e27f59e83862f1ae2,delivered,10-07-17 12:23,12-07-17 2:10,13-07-17 18:35,17-07-17 17:03,28-07-17 0:00
9344ccd01ff5fa7ec2aef0ee7e1c49c3,4fd75fb5ef1f01c7585bf746092a1544,delivered,16-05-18 16:10,18-05-18 4:54,21-05-18 7:09,24-05-18 19:04,04-06-18 0:00
f4471dae8c482f51aa1826cd9f5d4433,167b9485947ed0a354a3f8dad04eb199,delivered,05-07-18 18:40,05-07-18 18:55,10-07-18 15:10,11-07-18 21:16,19-07-18 0:00
